origin_id,destination_id,origin,destination,origin_station,destination_station
9,30,DBRK,WCRK,Downtown Berkeley,Walnut Creek
9,31,DBRK,LAFY,Downtown Berkeley,Lafayette
9,32,DBRK,ORIN,Downtown Berkeley,Orinda
9,33,DBRK,ROCK,Downtown Berkeley,Rockridge
9,34,DBRK,WOAK,Downtown Berkeley,West Oakland
9,35,DBRK,EMBR,Downtown Berkeley,Embarcadero
9,36,DBRK,MONT,Downtown Berkeley,Montgomery Street
9,37,DBRK,POWL,Downtown Berkeley,Powell Street
9,38,DBRK,CIVC,Downtown Berkeley,Civic Center
9,39,DBRK,16TH,Downtown Berkeley,16th Street Mission
9,40,DBRK,24TH,Downtown Berkeley,24th Street Mission
9,41,DBRK,GLEN,Downtown Berkeley,Glen Park
9,42,DBRK,BALB,Downtown Berkeley,Balboa Park
9,43,DBRK,DALY,Downtown Berkeley,Daly City
9,44,DBRK,OAKL,Downtown Berkeley,Oakland City Center/12th St
9,45,DBRK,WARM,Downtown Berkeley,Warm Springs/South Fremont
9,46,DBRK,MLPT,Downtown Berkeley,Milpitas
9,47,DBRK,BERY,Downtown Berkeley,Berryessa/North San Jose
9,48,DBRK,PCTR,Downtown Berkeley,Pittsburg Center
9,49,DBRK,ANTC,Downtown Berkeley,Antioch
10,0,ASHB,SSAN,Ashby,South San Francisco
10,1,ASHB,SBRN,Ashby,San Bruno
10,2,ASHB,SFIA,Ashby,San Francisco International Airport
10,3,ASHB,MLBR,Ashby,Millbrae
10,4,ASHB,WDUB,Ashby,West Dublin/Pleasanton
10,5,ASHB,RICH,Ashby,Richmond
10,6,ASHB,DELN,Ashby,Del Norte
10,7,ASHB,PLZA,Ashby,El Cerrito Plaza
10,8,ASHB,NBRK,Ashby,North Berkeley
10,9,ASHB,DBRK,Ashby,Downtown Berkeley
10,10,ASHB,ASHB,Ashby,Ashby
10,11,ASHB,MCAR,Ashby,MacArthur
10,12,ASHB,19TH,Ashby,19th Street Oakland
10,13,ASHB,12TH,Ashby,12th Street Oakland
10,14,ASHB,LAKE,Ashby,Lake Merritt
10,15,ASHB,FTVL,Ashby,Fruitvale
10,16,ASHB,COLS,Ashby,Coliseum
10,17,ASHB,SANL,Ashby,San Leandro
10,18,ASHB,BAYF,Ashby,Bay Fair
10,19,ASHB,HAYW,Ashby,Hayward
10,20,ASHB,SHAY,Ashby,South Hayward
10,21,ASHB,UCTY,Ashby,Union City
10,22,ASHB,FRMT,Ashby,Fremont
10,23,ASHB,CAST,Ashby,Castro Valley
10,24,ASHB,DUBL,Ashby,Dublin/Pleasanton
10,25,ASHB,PITT,Ashby,Pittsburg/Bay Point
10,26,ASHB,NCON,Ashby,North Concord/Martinez
10,27,ASHB,COLM,Ashby,Colma
10,28,ASHB,CONC,Ashby,Concord
10,29,ASHB,PHIL,Ashby,Pleasant Hill
10,30,ASHB,WCRK,Ashby,Walnut Creek
10,31,ASHB,LAFY,Ashby,Lafayette
10,32,ASHB,ORIN,Ashby,Orinda
10,33,ASHB,ROCK,Ashby,Rockridge
10,34,ASHB,WOAK,Ashby,West Oakland
10,35,ASHB,EMBR,Ashby,Embarcadero
10,36,ASHB,MONT,Ashby,Montgomery Street
10,37,ASHB,POWL,Ashby,Powell Street
10,38,ASHB,CIVC,Ashby,Civic Center
10,39,ASHB,16TH,Ashby,16th Street Mission
10,40,ASHB,24TH,Ashby,24th Street Mission
10,41,ASHB,GLEN,Ashby,Glen Park
10,42,ASHB,BALB,Ashby,Balboa Park
10,43,ASHB,DALY,Ashby,Daly City
10,44,ASHB,OAKL,Ashby,Oakland City Center/12th St
10,45,ASHB,WARM,Ashby,Warm Springs/South Fremont
10,46,ASHB,MLPT,Ashby,Milpitas
10,47,ASHB,BERY,Ashby,Berryessa/North San Jose
10,48,ASHB,PCTR,Ashby,Pittsburg Center
10,49,ASHB,ANTC,Ashby,Antioch
11,0,MCAR,SSAN,MacArthur,South San Francisco
11,1,MCAR,SBRN,MacArthur,San Bruno
11,2,MCAR,SFIA,MacArthur,San Francisco International Airport
11,3,MCAR,MLBR,MacArthur,Millbrae
11,4,MCAR,WDUB,MacArthur,West Dublin/Pleasanton
11,5,MCAR,RICH,MacArthur,Richmond
11,6,MCAR,DELN,MacArthur,Del Norte
11,7,MCAR,PLZA,MacArthur,El Cerrito Plaza
11,8,MCAR,NBRK,MacArthur,North Berkeley
11,9,MCAR,DBRK,MacArthur,Downtown Berkeley
11,10,MCAR,ASHB,MacArthur,Ashby
11,11,MCAR,MCAR,MacArthur,MacArthur
11,12,MCAR,19TH,MacArthur,19th Street Oakland
11,13,MCAR,12TH,MacArthur,12th Street Oakland
11,14,MCAR,LAKE,MacArthur,Lake Merritt
11,15,MCAR,FTVL,MacArthur,Fruitvale
11,16,MCAR,COLS,MacArthur,Coliseum
11,17,MCAR,SANL,MacArthur,San Leandro
11,18,MCAR,BAYF,MacArthur,Bay Fair
11,19,MCAR,HAYW,MacArthur,Hayward
11,20,MCAR,SHAY,MacArthur,South Hayward
11,21,MCAR,UCTY,MacArthur,Union City
11,22,MCAR,FRMT,MacArthur,Fremont
11,23,MCAR,CAST,MacArthur,Castro Valley
11,24,MCAR,DUBL,MacArthur,Dublin/Pleasanton
11,25,MCAR,PITT,MacArthur,Pittsburg/Bay Point
11,26,MCAR,NCON,MacArthur,North Concord/Martinez
11,27,MCAR,COLM,MacArthur,Colma
11,28,MCAR,CONC,MacArthur,Concord
11,29,MCAR,PHIL,MacArthur,Pleasant Hill
11,30,MCAR,WCRK,MacArthur,Walnut Creek
11,31,MCAR,LAFY,MacArthur,Lafayette
11,32,MCAR,ORIN,MacArthur,Orinda
11,33,MCAR,ROCK,MacArthur,Rockridge
11,34,MCAR,WOAK,MacArthur,West Oakland
11,35,MCAR,EMBR,MacArthur,Embarcadero
11,36,MCAR,MONT,MacArthur,Montgomery Street
11,37,MCAR,POWL,MacArthur,Powell Street
11,38,MCAR,CIVC,MacArthur,Civic Center
11,39,MCAR,16TH,MacArthur,16th Street Mission
11,40,MCAR,24TH,MacArthur,24th Street Mission
11,41,MCAR,GLEN,MacArthur,Glen Park
11,42,MCAR,BALB,MacArthur,Balboa Park
11,43,MCAR,DALY,MacArthur,Daly City
11,44,MCAR,OAKL,MacArthur,Oakland City Center/12th St
11,45,MCAR,WARM,MacArthur,Warm Springs/South Fremont
11,46,MCAR,MLPT,MacArthur,Milpitas
11,47,MCAR,BERY,MacArthur,Berryessa/North San Jose
11,48,MCAR,PCTR,MacArthur,Pittsburg Center
11,49,MCAR,ANTC,MacArthur,Antioch
12,0,19TH,SSAN,19th Street Oakland,South San Francisco
12,1,19TH,SBRN,19th Street Oakland,San Bruno
12,2,19TH,SFIA,19th Street Oakland,San Francisco International Airport
12,3,19TH,MLBR,19th Street Oakland,Millbrae
12,4,19TH,WDUB,19th Street Oakland,West Dublin/Pleasanton
12,5,19TH,RICH,19th Street Oakland,Richmond
12,6,19TH,DELN,19th Street Oakland,Del Norte
12,7,19TH,PLZA,19th Street Oakland,El Cerrito Plaza
12,8,19TH,NBRK,19th Street Oakland,North Berkeley
12,9,19TH,DBRK,19th Street Oakland,Downtown Berkeley
12,10,19TH,ASHB,19th Street Oakland,Ashby
12,11,19TH,MCAR,19th Street Oakland,MacArthur
12,12,19TH,19TH,19th Street Oakland,19th Street Oakland
12,13,19TH,12TH,19th Street Oakland,12th Street Oakland
12,14,19TH,LAKE,19th Street Oakland,Lake Merritt
12,15,19TH,FTVL,19th Street Oakland,Fruitvale
12,16,19TH,COLS,19th Street Oakland,Coliseum
12,17,19TH,SANL,19th Street Oakland,San Leandro
12,18,19TH,BAYF,19th Street Oakland,Bay Fair
12,19,19TH,HAYW,19th Street Oakland,Hayward
12,20,19TH,SHAY,19th Street Oakland,South Hayward
12,21,19TH,UCTY,19th Street Oakland,Union City
12,22,19TH,FRMT,19th Street Oakland,Fremont
12,23,19TH,CAST,19th Street Oakland,Castro Valley
12,24,19TH,DUBL,19th Street Oakland,Dublin/Pleasanton
12,25,19TH,PITT,19th Street Oakland,Pittsburg/Bay Point
12,26,19TH,NCON,19th Street Oakland,North Concord/Martinez
12,27,19TH,COLM,19th Street Oakland,Colma
12,28,19TH,CONC,19th Street Oakland,Concord
12,29,19TH,PHIL,19th Street Oakland,Pleasant Hill
12,30,19TH,WCRK,19th Street Oakland,Walnut Creek
12,31,19TH,LAFY,19th Street Oakland,Lafayette
12,32,19TH,ORIN,19th Street Oakland,Orinda
12,33,19TH,ROCK,19th Street Oakland,Rockridge
12,34,19TH,WOAK,19th Street Oakland,West Oakland
12,35,19TH,EMBR,19th Street Oakland,Embarcadero
12,36,19TH,MONT,19th Street Oakland,Montgomery Street
12,37,19TH,POWL,19th Street Oakland,Powell Street
12,38,19TH,CIVC,19th Street Oakland,Civic Center
12,39,19TH,16TH,19th Street Oakland,16th Street Mission
12,40,19TH,24TH,19th Street Oakland,24th Street Mission
12,41,19TH,GLEN,19th Street Oakland,Glen Park
12,42,19TH,BALB,19th Street Oakland,Balboa Park
12,43,19TH,DALY,19th Street Oakland,Daly City
12,44,19TH,OAKL,19th Street Oakland,Oakland City Center/12th St
12,45,19TH,WARM,19th Street Oakland,Warm Springs/South Fremont
12,46,19TH,MLPT,19th Street Oakland,Milpitas
12,47,19TH,BERY,19th Street Oakland,Berryessa/North San Jose
12,48,19TH,PCTR,19th Street Oakland,Pittsburg Center
12,49,19TH,ANTC,19th Street Oakland,Antioch
13,0,12TH,SSAN,12th Street Oakland,South San Francisco
13,1,12TH,SBRN,12th Street Oakland,San Bruno
13,2,12TH,SFIA,12th Street Oakland,San Francisco International Airport
13,3,12TH,MLBR,12th Street Oakland,Millbrae
13,4,12TH,WDUB,12th Street Oakland,West Dublin/Pleasanton
13,5,12TH,RICH,12th Street Oakland,Richmond
13,6,12TH,DELN,12th Street Oakland,Del Norte
13,7,12TH,PLZA,12th Street Oakland,El Cerrito Plaza
13,8,12TH,NBRK,12th Street Oakland,North Berkeley
13,9,12TH,DBRK,12th Street Oakland,Downtown Berkeley
13,10,12TH,ASHB,12th Street Oakland,Ashby
13,11,12TH,MCAR,12th Street Oakland,MacArthur
13,12,12TH,19TH,12th Street Oakland,19th Street Oakland
13,13,12TH,12TH,12th Street Oakland,12th Street Oakland
13,14,12TH,LAKE,12th Street Oakland,Lake Merritt
13,15,12TH,FTVL,12th Street Oakland,Fruitvale
13,16,12TH,COLS,12th Street Oakland,Coliseum
13,17,12TH,SANL,12th Street Oakland,San Leandro
13,18,12TH,BAYF,12th Street Oakland,Bay Fair
13,19,12TH,HAYW,12th Street Oakland,Hayward
13,20,12TH,SHAY,12th Street Oakland,South Hayward
13,21,12TH,UCTY,12th Street Oakland,Union City
13,22,12TH,FRMT,12th Street Oakland,Fremont
13,23,12TH,CAST,12th Street Oakland,Castro Valley
13,24,12TH,DUBL,12th Street Oakland,Dublin/Pleasanton
13,25,12TH,PITT,12th Street Oakland,Pittsburg/Bay Point
13,26,12TH,NCON,12th Street Oakland,North Concord/Martinez
13,27,12TH,COLM,12th Street Oakland,Colma
13,28,12TH,CONC,12th Street Oakland,Concord
13,29,12TH,PHIL,12th Street Oakland,Pleasant Hill
13,30,12TH,WCRK,12th Street Oakland,Walnut Creek
13,31,12TH,LAFY,12th Street Oakland,Lafayette
13,32,12TH,ORIN,12th Street Oakland,Orinda
13,33,12TH,ROCK,12th Street Oakland,Rockridge
13,34,12TH,WOAK,12th Street Oakland,West Oakland
13,35,12TH,EMBR,12th Street Oakland,Embarcadero
13,36,12TH,MONT,12th Street Oakland,Montgomery Street
13,37,12TH,POWL,12th Street Oakland,Powell Street
13,38,12TH,CIVC,12th Street Oakland,Civic Center
13,39,12TH,16TH,12th Street Oakland,16th Street Mission
13,40,12TH,24TH,12th Street Oakland,24th Street Mission
13,41,12TH,GLEN,12th Street Oakland,Glen Park
13,42,12TH,BALB,12th Street Oakland,Balboa Park
13,43,12TH,DALY,12th Street Oakland,Daly City
13,44,12TH,OAKL,12th Street Oakland,Oakland City Center/12th St
13,45,12TH,WARM,12th Street Oakland,Warm Springs/South Fremont
13,46,12TH,MLPT,12th Street Oakland,Milpitas
13,47,12TH,BERY,12th Street Oakland,Berryessa/North San Jose
13,48,12TH,PCTR,12th Street Oakland,Pittsburg Center
13,49,12TH,ANTC,12th Street Oakland,Antioch
14,0,LAKE,SSAN,Lake Merritt,South San Francisco
14,1,LAKE,SBRN,Lake Merritt,San Bruno
14,2,LAKE,SFIA,Lake Merritt,San Francisco International Airport
14,3,LAKE,MLBR,Lake Merritt,Millbrae
14,4,LAKE,WDUB,Lake Merritt,West Dublin/Pleasanton
14,5,LAKE,RICH,Lake Merritt,Richmond
14,6,LAKE,DELN,Lake Merritt,Del Norte
14,7,LAKE,PLZA,Lake Merritt,El Cerrito Plaza
14,8,LAKE,NBRK,Lake Merritt,North Berkeley
14,9,LAKE,DBRK,Lake Merritt,Downtown Berkeley
14,10,LAKE,ASHB,Lake Merritt,Ashby
14,11,LAKE,MCAR,Lake Merritt,MacArthur
14,12,LAKE,19TH,Lake Merritt,19th Street Oakland
14,13,LAKE,12TH,Lake Merritt,12th Street Oakland
14,14,LAKE,LAKE,Lake Merritt,Lake Merritt
14,15,LAKE,FTVL,Lake Merritt,Fruitvale
14,16,LAKE,COLS,Lake Merritt,Coliseum
14,17,LAKE,SANL,Lake Merritt,San Leandro
14,18,LAKE,BAYF,Lake Merritt,Bay Fair
14,19,LAKE,HAYW,Lake Merritt,Hayward
14,20,LAKE,SHAY,Lake Merritt,South Hayward
14,21,LAKE,UCTY,Lake Merritt,Union City
14,22,LAKE,FRMT,Lake Merritt,Fremont
14,23,LAKE,CAST,Lake Merritt,Castro Valley
14,24,LAKE,DUBL,Lake Merritt,Dublin/Pleasanton
14,25,LAKE,PITT,Lake Merritt,Pittsburg/Bay Point
14,26,LAKE,NCON,Lake Merritt,North Concord/Martinez
14,27,LAKE,COLM,Lake Merritt,Colma
14,28,LAKE,CONC,Lake Merritt,Concord
14,29,LAKE,PHIL,Lake Merritt,Pleasant Hill
14,30,LAKE,WCRK,Lake Merritt,Walnut Creek
14,31,LAKE,LAFY,Lake Merritt,Lafayette
14,32,LAKE,ORIN,Lake Merritt,Orinda
14,33,LAKE,ROCK,Lake Merritt,Rockridge
14,34,LAKE,WOAK,Lake Merritt,West Oakland
14,35,LAKE,EMBR,Lake Merritt,Embarcadero
14,36,LAKE,MONT,Lake Merritt,Montgomery Street
14,37,LAKE,POWL,Lake Merritt,Powell Street
14,38,LAKE,CIVC,Lake Merritt,Civic Center
14,39,LAKE,16TH,Lake Merritt,16th Street Mission
14,40,LAKE,24TH,Lake Merritt,24th Street Mission
14,41,LAKE,GLEN,Lake Merritt,Glen Park
14,42,LAKE,BALB,Lake Merritt,Balboa Park
14,43,LAKE,DALY,Lake Merritt,Daly City
14,44,LAKE,OAKL,Lake Merritt,Oakland City Center/12th St
14,45,LAKE,WARM,Lake Merritt,Warm Springs/South Fremont
14,46,LAKE,MLPT,Lake Merritt,Milpitas
14,47,LAKE,BERY,Lake Merritt,Berryessa/North San Jose
14,48,LAKE,PCTR,Lake Merritt,Pittsburg Center
14,49,LAKE,ANTC,Lake Merritt,Antioch
15,0,FTVL,SSAN,Fruitvale,South San Francisco
15,1,FTVL,SBRN,Fruitvale,San Bruno
15,2,FTVL,SFIA,Fruitvale,San Francisco International Airport
15,3,FTVL,MLBR,Fruitvale,Millbrae
15,4,FTVL,WDUB,Fruitvale,West Dublin/Pleasanton
15,5,FTVL,RICH,Fruitvale,Richmond
15,6,FTVL,DELN,Fruitvale,Del Norte
15,7,FTVL,PLZA,Fruitvale,El Cerrito Plaza
15,8,FTVL,NBRK,Fruitvale,North Berkeley
15,9,FTVL,DBRK,Fruitvale,Downtown Berkeley
15,10,FTVL,ASHB,Fruitvale,Ashby
15,11,FTVL,MCAR,Fruitvale,MacArthur
15,12,FTVL,19TH,Fruitvale,19th Street Oakland
15,13,FTVL,12TH,Fruitvale,12th Street Oakland
15,14,FTVL,LAKE,Fruitvale,Lake Merritt
15,15,FTVL,FTVL,Fruitvale,Fruitvale
15,16,FTVL,COLS,Fruitvale,Coliseum
15,17,FTVL,SANL,Fruitvale,San Leandro
15,18,FTVL,BAYF,Fruitvale,Bay Fair
15,19,FTVL,HAYW,Fruitvale,Hayward
15,20,FTVL,SHAY,Fruitvale,South Hayward
15,21,FTVL,UCTY,Fruitvale,Union City
15,22,FTVL,FRMT,Fruitvale,Fremont
15,23,FTVL,CAST,Fruitvale,Castro Valley
15,24,FTVL,DUBL,Fruitvale,Dublin/Pleasanton
15,25,FTVL,PITT,Fruitvale,Pittsburg/Bay Point
15,26,FTVL,NCON,Fruitvale,North Concord/Martinez
15,27,FTVL,COLM,Fruitvale,Colma
15,28,FTVL,CONC,Fruitvale,Concord
15,29,FTVL,PHIL,Fruitvale,Pleasant Hill
15,30,FTVL,WCRK,Fruitvale,Walnut Creek
15,31,FTVL,LAFY,Fruitvale,Lafayette
15,32,FTVL,ORIN,Fruitvale,Orinda
15,33,FTVL,ROCK,Fruitvale,Rockridge
15,34,FTVL,WOAK,Fruitvale,West Oakland
15,35,FTVL,EMBR,Fruitvale,Embarcadero
15,36,FTVL,MONT,Fruitvale,Montgomery Street
15,37,FTVL,POWL,Fruitvale,Powell Street
15,38,FTVL,CIVC,Fruitvale,Civic Center
15,39,FTVL,16TH,Fruitvale,16th Street Mission
15,40,FTVL,24TH,Fruitvale,24th Street Mission
15,41,FTVL,GLEN,Fruitvale,Glen Park
15,42,FTVL,BALB,Fruitvale,Balboa Park
15,43,FTVL,DALY,Fruitvale,Daly City
15,44,FTVL,OAKL,Fruitvale,Oakland City Center/12th St
15,45,FTVL,WARM,Fruitvale,Warm Springs/South Fremont
15,46,FTVL,MLPT,Fruitvale,Milpitas
15,47,FTVL,BERY,Fruitvale,Berryessa/North San Jose
15,48,FTVL,PCTR,Fruitvale,Pittsburg Center
15,49,FTVL,ANTC,Fruitvale,Antioch
16,0,COLS,SSAN,Coliseum,South San Francisco
16,1,COLS,SBRN,Coliseum,San Bruno
16,2,COLS,SFIA,Coliseum,San Francisco International Airport
16,3,COLS,MLBR,Coliseum,Millbrae
16,4,COLS,WDUB,Coliseum,West Dublin/Pleasanton
16,5,COLS,RICH,Coliseum,Richmond
16,6,COLS,DELN,Coliseum,Del Norte
16,7,COLS,PLZA,Coliseum,El Cerrito Plaza
16,8,COLS,NBRK,Coliseum,North Berkeley
16,9,COLS,DBRK,Coliseum,Downtown Berkeley
16,10,COLS,ASHB,Coliseum,Ashby
16,11,COLS,MCAR,Coliseum,MacArthur
16,12,COLS,19TH,Coliseum,19th Street Oakland
16,13,COLS,12TH,Coliseum,12th Street Oakland
16,14,COLS,LAKE,Coliseum,Lake Merritt
16,15,COLS,FTVL,Coliseum,Fruitvale
16,16,COLS,COLS,Coliseum,Coliseum
16,17,COLS,SANL,Coliseum,San Leandro
16,18,COLS,BAYF,Coliseum,Bay Fair
16,19,COLS,HAYW,Coliseum,Hayward
16,20,COLS,SHAY,Coliseum,South Hayward
16,21,COLS,UCTY,Coliseum,Union City
16,22,COLS,FRMT,Coliseum,Fremont
16,23,COLS,CAST,Coliseum,Castro Valley
16,24,COLS,DUBL,Coliseum,Dublin/Pleasanton
16,25,COLS,PITT,Coliseum,Pittsburg/Bay Point
16,26,COLS,NCON,Coliseum,North Concord/Martinez
16,27,COLS,COLM,Coliseum,Colma
16,28,COLS,CONC,Coliseum,Concord
16,29,COLS,PHIL,Coliseum,Pleasant Hill
16,30,COLS,WCRK,Coliseum,Walnut Creek
16,31,COLS,LAFY,Coliseum,Lafayette
16,32,COLS,ORIN,Coliseum,Orinda
16,33,COLS,ROCK,Coliseum,Rockridge
16,34,COLS,WOAK,Coliseum,West Oakland
16,35,COLS,EMBR,Coliseum,Embarcadero
16,36,COLS,MONT,Coliseum,Montgomery Street
16,37,COLS,POWL,Coliseum,Powell Street
16,38,COLS,CIVC,Coliseum,Civic Center
16,39,COLS,16TH,Coliseum,16th Street Mission
16,40,COLS,24TH,Coliseum,24th Street Mission
16,41,COLS,GLEN,Coliseum,Glen Park
16,42,COLS,BALB,Coliseum,Balboa Park
16,43,COLS,DALY,Coliseum,Daly City
16,44,COLS,OAKL,Coliseum,Oakland City Center/12th St
16,45,COLS,WARM,Coliseum,Warm Springs/South Fremont
16,46,COLS,MLPT,Coliseum,Milpitas
16,47,COLS,BERY,Coliseum,Berryessa/North San Jose
16,48,COLS,PCTR,Coliseum,Pittsburg Center
16,49,COLS,ANTC,Coliseum,Antioch
17,0,SANL,SSAN,San Leandro,South San Francisco
17,1,SANL,SBRN,San Leandro,San Bruno
17,2,SANL,SFIA,San Leandro,San Francisco International Airport
17,3,SANL,MLBR,San Leandro,Millbrae
17,4,SANL,WDUB,San Leandro,West Dublin/Pleasanton
17,5,SANL,RICH,San Leandro,Richmond
17,6,SANL,DELN,San Leandro,Del Norte
17,7,SANL,PLZA,San Leandro,El Cerrito Plaza
17,8,SANL,NBRK,San Leandro,North Berkeley
17,9,SANL,DBRK,San Leandro,Downtown Berkeley
17,10,SANL,ASHB,San Leandro,Ashby
17,11,SANL,MCAR,San Leandro,MacArthur
17,12,SANL,19TH,San Leandro,19th Street Oakland
17,13,SANL,12TH,San Leandro,12th Street Oakland
17,14,SANL,LAKE,San Leandro,Lake Merritt
17,15,SANL,FTVL,San Leandro,Fruitvale
17,16,SANL,COLS,San Leandro,Coliseum
17,17,SANL,SANL,San Leandro,San Leandro
17,18,SANL,BAYF,San Leandro,Bay Fair
17,19,SANL,HAYW,San Leandro,Hayward
17,20,SANL,SHAY,San Leandro,South Hayward
17,21,SANL,UCTY,San Leandro,Union City
17,22,SANL,FRMT,San Leandro,Fremont
17,23,SANL,CAST,San Leandro,Castro Valley
17,24,SANL,DUBL,San Leandro,Dublin/Pleasanton
17,25,SANL,PITT,San Leandro,Pittsburg/Bay Point
17,26,SANL,NCON,San Leandro,North Concord/Martinez
17,27,SANL,COLM,San Leandro,Colma
17,28,SANL,CONC,San Leandro,Concord
17,29,SANL,PHIL,San Leandro,Pleasant Hill
17,30,SANL,WCRK,San Leandro,Walnut Creek
17,31,SANL,LAFY,San Leandro,Lafayette
17,32,SANL,ORIN,San Leandro,Orinda
17,33,SANL,ROCK,San Leandro,Rockridge
17,34,SANL,WOAK,San Leandro,West Oakland
17,35,SANL,EMBR,San Leandro,Embarcadero
17,36,SANL,MONT,San Leandro,Montgomery Street
17,37,SANL,POWL,San Leandro,Powell Street
17,38,SANL,CIVC,San Leandro,Civic Center
17,39,SANL,16TH,San Leandro,16th Street Mission
17,40,SANL,24TH,San Leandro,24th Street Mission
17,41,SANL,GLEN,San Leandro,Glen Park
17,42,SANL,BALB,San Leandro,Balboa Park
17,43,SANL,DALY,San Leandro,Daly City
17,44,SANL,OAKL,San Leandro,Oakland City Center/12th St
17,45,SANL,WARM,San Leandro,Warm Springs/South Fremont
17,46,SANL,MLPT,San Leandro,Milpitas
17,47,SANL,BERY,San Leandro,Berryessa/North San Jose
17,48,SANL,PCTR,San Leandro,Pittsburg Center
17,49,SANL,ANTC,San Leandro,Antioch
18,0,BAYF,SSAN,Bay Fair,South San Francisco
18,1,BAYF,SBRN,Bay Fair,San Bruno
18,2,BAYF,SFIA,Bay Fair,San Francisco International Airport
18,3,BAYF,MLBR,Bay Fair,Millbrae
18,4,BAYF,WDUB,Bay Fair,West Dublin/Pleasanton
18,5,BAYF,RICH,Bay Fair,Richmond
18,6,BAYF,DELN,Bay Fair,Del Norte
18,7,BAYF,PLZA,Bay Fair,El Cerrito Plaza
18,8,BAYF,NBRK,Bay Fair,North Berkeley
18,9,BAYF,DBRK,Bay Fair,Downtown Berkeley
18,10,BAYF,ASHB,Bay Fair,Ashby
18,11,BAYF,MCAR,Bay Fair,MacArthur
18,12,BAYF,19TH,Bay Fair,19th Street Oakland
18,13,BAYF,12TH,Bay Fair,12th Street Oakland
18,14,BAYF,LAKE,Bay Fair,Lake Merritt
18,15,BAYF,FTVL,Bay Fair,Fruitvale
18,16,BAYF,COLS,Bay Fair,Coliseum
18,17,BAYF,SANL,Bay Fair,San Leandro
18,18,BAYF,BAYF,Bay Fair,Bay Fair
18,19,BAYF,HAYW,Bay Fair,Hayward
18,20,BAYF,SHAY,Bay Fair,South Hayward
18,21,BAYF,UCTY,Bay Fair,Union City
18,22,BAYF,FRMT,Bay Fair,Fremont
18,23,BAYF,CAST,Bay Fair,Castro Valley
18,24,BAYF,DUBL,Bay Fair,Dublin/Pleasanton
18,25,BAYF,PITT,Bay Fair,Pittsburg/Bay Point
18,26,BAYF,NCON,Bay Fair,North Concord/Martinez
18,27,BAYF,COLM,Bay Fair,Colma
18,28,BAYF,CONC,Bay Fair,Concord
18,29,BAYF,PHIL,Bay Fair,Pleasant Hill
18,30,BAYF,WCRK,Bay Fair,Walnut Creek
18,31,BAYF,LAFY,Bay Fair,Lafayette
18,32,BAYF,ORIN,Bay Fair,Orinda
18,33,BAYF,ROCK,Bay Fair,Rockridge
18,34,BAYF,WOAK,Bay Fair,West Oakland
18,35,BAYF,EMBR,Bay Fair,Embarcadero
18,36,BAYF,MONT,Bay Fair,Montgomery Street
18,37,BAYF,POWL,Bay Fair,Powell Street
18,38,BAYF,CIVC,Bay Fair,Civic Center
18,39,BAYF,16TH,Bay Fair,16th Street Mission
18,40,BAYF,24TH,Bay Fair,24th Street Mission
18,41,BAYF,GLEN,Bay Fair,Glen Park
18,42,BAYF,BALB,Bay Fair,Balboa Park
18,43,BAYF,DALY,Bay Fair,Daly City
18,44,BAYF,OAKL,Bay Fair,Oakland City Center/12th St
18,45,BAYF,WARM,Bay Fair,Warm Springs/South Fremont
18,46,BAYF,MLPT,Bay Fair,Milpitas
18,47,BAYF,BERY,Bay Fair,Berryessa/North San Jose
18,48,BAYF,PCTR,Bay Fair,Pittsburg Center
18,49,BAYF,ANTC,Bay Fair,Antioch
19,0,HAYW,SSAN,Hayward,South San Francisco
19,1,HAYW,SBRN,Hayward,San Bruno
19,2,HAYW,SFIA,Hayward,San Francisco International Airport
19,3,HAYW,MLBR,Hayward,Millbrae
19,4,HAYW,WDUB,Hayward,West Dublin/Pleasanton
19,5,HAYW,RICH,Hayward,Richmond
19,6,HAYW,DELN,Hayward,Del Norte
19,7,HAYW,PLZA,Hayward,El Cerrito Plaza
19,8,HAYW,NBRK,Hayward,North Berkeley
19,9,HAYW,DBRK,Hayward,Downtown Berkeley
19,10,HAYW,ASHB,Hayward,Ashby
19,11,HAYW,MCAR,Hayward,MacArthur
19,12,HAYW,19TH,Hayward,19th Street Oakland
19,13,HAYW,12TH,Hayward,12th Street Oakland
19,14,HAYW,LAKE,Hayward,Lake Merritt
19,15,HAYW,FTVL,Hayward,Fruitvale
19,16,HAYW,COLS,Hayward,Coliseum
19,17,HAYW,SANL,Hayward,San Leandro
19,18,HAYW,BAYF,Hayward,Bay Fair
19,19,HAYW,HAYW,Hayward,Hayward
19,20,HAYW,SHAY,Hayward,South Hayward
19,21,HAYW,UCTY,Hayward,Union City
19,22,HAYW,FRMT,Hayward,Fremont
19,23,HAYW,CAST,Hayward,Castro Valley
19,24,HAYW,DUBL,Hayward,Dublin/Pleasanton
19,25,HAYW,PITT,Hayward,Pittsburg/Bay Point
19,26,HAYW,NCON,Hayward,North Concord/Martinez
19,27,HAYW,COLM,Hayward,Colma
19,28,HAYW,CONC,Hayward,Concord
19,29,HAYW,PHIL,Hayward,Pleasant Hill
19,30,HAYW,WCRK,Hayward,Walnut Creek
19,31,HAYW,LAFY,Hayward,Lafayette
19,32,HAYW,ORIN,Hayward,Orinda
19,33,HAYW,ROCK,Hayward,Rockridge
19,34,HAYW,WOAK,Hayward,West Oakland
